internal:subfile,tortilla:id,tortilla:file_format,tortilla:data_split,tortilla:offset,tortilla:length,stac:crs,stac:geotransform,stac:raster_shape,stac:time_start,stac:time_end,stac:centroid,rai:ele,rai:cisi,rai:gdp,rai:hdi,rai:gmi,rai:pop,rai:admin0,rai:admin1,rai:admin2,roi_id,old_roi_id,equi_id,equi_zone,label_type,s2_id,real_proj_shape,s2_mean_solar_azimuth_angle,s2_mean_solar_zenith_angle,thick_percentage,thin_percentage,cloud_shadow_percentage,clear_percentage,s2_l2a_gee,crs,width,height,transform.a,transform.b,transform.c,transform.d,transform.e,transform.f
"/vsisubfile/108800943_1353334,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00023__20200720T065631_20200720T070944_T40RBT,TORTILLA,train,108800943,1353334,EPSG:32640,"[ 2.88760e+05  1.00000e+01  0.00000e+00  3.28517e+06  0.00000e+00
 -1.00000e+01]",[512 512],1595229093.0,1595229093.0,POINT (54.844 29.655985),1929.133056640625,0.0,0.0,0.7739999890327454,0.0009322495898231,0.0,Iran,Kerman,Shahr-e-Babak,ROI_00023,ROI_0023,AS5120_E0119N0735,AS,high,S2A_MSIL1C_20200720T065631_N0209_R063_T40RBT_20200720T093321,509,112.330698470136,70.5202456745091,0,0,0,100,20200720T065631_20200720T070944_T40RBT,EPSG:32640,1830,1830,60,0,199980,0,-60,3300000
"/vsisubfile/46425987_1349073,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00013__20190509T101039_20190509T102007_T32SLC,TORTILLA,train,46425987,1349073,EPSG:32632,[ 3.9295e+05  1.0000e+01  0.0000e+00  3.7837e+06  0.0000e+00 -1.0000e+01],[512 512],1557397301.0,1557397301.0,POINT (7.866335 34.165977),-21.382543563842773,0.0,0.0,0.7250000238418579,0.0035711699165403,0.0,Tunisia,Tozeur,تمغزة,ROI_00013,ROI_0013,AF5120_E0844N1734,AF,high,S2B_MSIL1C_20190509T101039_N0207_R022_T32SLC_20190509T130045,509,134.497216284,67.9839608056,0,0,0,100,20190509T101039_20190509T102007_T32SLC,EPSG:32632,1830,1830,60,0,300000,0,-60,3800040
"/vsisubfile/52166363_1542008,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00014__20190601T074611_20190601T075707_T37PCT,TORTILLA,train,52166363,1542008,EPSG:32637,[ 3.4027e+05  1.0000e+01  0.0000e+00  1.7976e+06  0.0000e+00 -1.0000e+01],[512 512],1559376343.0,1559376343.0,POINT (37.529442 16.230897),443.298583984375,0.0001206433544413,1265235.625,0.4199999868869781,0.000288723007543,0.0,Eritrea,Anseba Region,Kerkebet,ROI_00014,ROI_0014,AF5120_E1433N1346,AF,high,S2A_MSIL1C_20190601T074611_N0207_R135_T37PCT_20190601T095146,509,68.8804056942,69.7615628342,0,0,0,100,20190601T074611_20190601T075707_T37PCT,EPSG:32637,1830,1830,60,0,300000,0,-60,1800000
"/vsisubfile/65045917_1644900,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00016__20191120T083241_20191120T083254_T36RUT,TORTILLA,train,65045917,1644900,EPSG:32636,"[ 3.76220e+05  1.00000e+01  0.00000e+00  3.25586e+06  0.00000e+00
 -1.00000e+01]",[512 512],1574239328.0,1574239328.0,POINT (31.750613 29.403137),620.9898071289062,0.0,0.0,0.6909999847412109,0.0126276668161153,0.0,Egypt,Giza Governorate,Zemam Out,ROI_00016,ROI_0016,AF5120_E1296N1626,AF,high,S2A_MSIL1C_20191120T083241_N0208_R021_T36RUT_20191120T085703,509,162.517099779,39.1095826211,0,0,0,100,20191120T083241_20191120T083254_T36RUT,EPSG:32636,1830,1830,60,0,300000,0,-60,3300000
"/vsisubfile/68201767_1554043,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00017__20190408T071619_20190408T072924_T38PQB,TORTILLA,train,68201767,1554043,EPSG:32638,"[ 7.43030e+05  1.00000e+01  0.00000e+00  1.67777e+06  0.00000e+00
 -1.00000e+01]",[512 512],1554708939.0,1554708939.0,POINT (47.285378 15.14108),1367.7008056640625,0.0,1314071.25,0.4819999933242798,0.0002378248318564,0.0,Yemen,Shabwah Governorate,At Talh,ROI_00017,ROI_0017,AF5120_E1639N1336,AF,high,S2B_MSIL1C_20190408T071619_N0207_R006_T38PQB_20190408T104550,509,110.243055359,69.6349246517,0,0,0,100,20190408T071619_20190408T072924_T38PQB,EPSG:32638,1830,1830,60,0,699960,0,-60,1700040
"/vsisubfile/82415424_1228381,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00019__20190220T072939_20190220T074111_T38RPR,TORTILLA,train,82415424,1228381,EPSG:32638,"[ 6.53270e+05  1.00000e+01  0.00000e+00  3.09777e+06  0.00000e+00
 -1.00000e+01]",[512 512],1550648530.0,1550648530.0,POINT (46.584376 27.97289),333.66656494140625,0.0088105703514307,0.0,0.847000002861023,0.0182888861745595,0.0,Saudi Arabia,Eastern Region,Hafar Al Batin Governorate,ROI_00019,ROI_0019,AF5120_E1587N1619,AF,high,S2B_MSIL1C_20190220T072939_N0207_R049_T38RPR_20190220T094404,509,148.887415699,46.2972431004,0,0,0,100,20190220T072939_20190220T074111_T38RPR,EPSG:32638,1830,1830,60,0,600000,0,-60,3100020
"/vsisubfile/75761634_1270614,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00018__20181215T065251_20181215T065254_T40QCG,TORTILLA,train,75761634,1270614,EPSG:32640,"[ 3.63280e+05  1.00000e+01  0.00000e+00  2.14091e+06  0.00000e+00
 -1.00000e+01]",[512 512],1544857439.0,1544857439.0,POINT (55.722828 19.334636),192.50112915039065,0.0,0.0,0.7960000038146973,0.0013074455782771,0.0,Oman,Al Wusta,WILAYAT HAYMA,ROI_00018,ROI_0018,AF5120_E1801N1449,AF,high,S2A_MSIL1C_20181215T065251_N0207_R020_T40QCG_20181215T080730,509,157.829883961,44.1821310171,0,0,0,100,20181215T065251_20181215T065254_T40QCG,EPSG:32640,1830,1830,60,0,300000,0,-60,2200020
"/vsisubfile/96999630_1536127,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00021__20181030T081041_20181030T082011_T37SDU,TORTILLA,train,96999630,1536127,EPSG:32637,"[ 4.51250e+05  1.00000e+01  0.00000e+00  3.83137e+06  0.00000e+00
 -1.00000e+01]",[512 512],1540887611.0,1540887611.0,POINT (38.496258 34.600078),431.303955078125,0.0359919021269212,182990.03125,0.5360000133514404,0.0243506580591201,0.0,Syria,Homs,Tadmor,ROI_00021,ROI_0021,AF5120_E1412N1748,AF,high,S2A_MSIL1C_20181030T081041_N0206_R078_T37SDU_20181030T113047,509,164.299145115,40.06039654,0,0,0,100,20181030T081041_20181030T082011_T37SDU,EPSG:32637,1830,1830,60,0,399960,0,-60,3900000
"/vsisubfile/92335097_1637377,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00020__20190313T074711_20190313T075536_T38SKE,TORTILLA,train,92335097,1637377,EPSG:32638,"[ 2.65350e+05  1.00000e+01  0.00000e+00  3.89815e+06  0.00000e+00
 -1.00000e+01]",[512 512],1552464002.0,1552464002.0,POINT (42.451394 35.176487),232.11264038085935,0.0007772848053275,281307.8125,0.6489999890327454,0.0101212207227945,0.0,Iraq,Ninawa,Al-Hatra,ROI_00020,ROI_0020,AF5120_E1483N1768,AF,high,S2A_MSIL1C_20190313T074711_N0207_R135_T38SKE_20190313T115344,509,149.758120843,47.049047528,0,0,0,100,20190313T074711_20190313T075536_T38SKD,EPSG:32638,1830,1830,60,0,199980,0,-60,3900000
"/vsisubfile/8787604468_1438034,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0004.part.taco",ROI_00022__20190120T071221_20190120T071215_T39SXR,TORTILLA,validation,8787604468,1438034,EPSG:32639,"[ 6.41380e+05  1.00000e+01  0.00000e+00  3.51929e+06  0.00000e+00
 -1.00000e+01]",[512 512],1547968843.0,1547968843.0,POINT (52.520148 31.777054),1635.490478515625,0.0010245268668292,10565441.0,0.7739999890327454,0.0037253480404615,0.0,Iran,Isfahan,Isfahan County,ROI_00022,ROI_0022,AS5120_E0100N0799,AS,high,S2A_MSIL1C_20190120T071221_N0207_R106_T39SXR_20190120T091959,509,157.206849294,34.4354803849,0,0,0,100,20190120T071221_20190120T071215_T39SXR,EPSG:32639,1830,1830,60,0,600000,0,-60,3600000
"/vsisubfile/153265472_1568585,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00029__20190314T044659_20190314T045352_T45TYG,TORTILLA,train,153265472,1568585,EPSG:32645,"[ 7.95770e+05  1.00000e+01  0.00000e+00  4.68487e+06  0.00000e+00
 -1.00000e+01]",[512 512],1552539419.0,1552539419.0,POINT (90.615408 42.235992),972.5748901367188,0.0,0.0,0.7083120942115784,0.000283044646494,0.0,China,Xinjiang Uyghur Autonomous Region,Qishanxian,ROI_00029,ROI_0029,AS5120_E0793N0837,AS,high,S2B_MSIL1C_20190314T044659_N0207_R076_T45TYG_20190314T084628,509,155.206925872,42.5294856443,0,0,0,100,20190314T044659_20190314T045352_T45TYG,EPSG:32645,1830,1830,60,0,699960,0,-60,4700040
"/vsisubfile/114746189_1517375,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00024__20190731T065629_20190731T070911_T40RBR,TORTILLA,train,114746189,1517375,EPSG:32640,"[ 2.32980e+05  1.00000e+01  0.00000e+00  3.07702e+06  0.00000e+00
 -1.00000e+01]",[512 512],1564557125.0,1564557125.0,POINT (54.316551 27.768635),861.8001708984375,0.0466625749116852,5906764.0,0.7739999890327454,0.0602453835308551,0.0,Iran,Fars,Larestan,ROI_00024,ROI_0024,AS5120_E0093N0700,AS,high,S2B_MSIL1C_20190731T065629_N0208_R063_T40RBR_20190731T113157,509,113.648976521,70.2127297164,0,0,0,100,20190731T065629_20190731T070911_T40RBR,EPSG:32640,1830,1830,60,0,199980,0,-60,3100020
"/vsisubfile/119485592_1533273,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00025__20181223T061241_20181223T061242_T42SVA,TORTILLA,train,119485592,1533273,EPSG:32642,"[ 4.14190e+05  1.00000e+01  0.00000e+00  3.58056e+06  0.00000e+00
 -1.00000e+01]",[512 512],1545546010.0,1545546010.0,POINT (68.115407 32.335788),2061.60302734375,0.0,3503698.5,0.4790000021457672,0.000301582243992,0.0,Afghanistan,Paktika,Dila,ROI_00025,ROI_0025,AS5120_E0373N0695,AS,high,S2A_MSIL1C_20181223T061241_N0207_R134_T42SVA_20181223T073342,509,162.39089168,32.4179100352,0,0,0,100,20181223T061241_20181223T061242_T42SVA,EPSG:32642,1830,1830,60,0,399960,0,-60,3600000
"/vsisubfile/128418944_1926769,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00026__20200509T052649_20200509T053704_T44SKB,TORTILLA,train,128418944,1926769,EPSG:32644,"[ 2.86040e+05  1.00000e+01  0.00000e+00  3.59923e+06  0.00000e+00
 -1.00000e+01]",[512 512],1589002786.0,1589002786.0,POINT (78.750173 32.487198),5532.88427734375,0.000207817207003,20451.740234375,0.5109040141105652,0.0003723685222212,0.0,China,Tibet Autonomous Region,Zhadaxian,ROI_00026,ROI_0026,AS5120_E0566N0650,AS,high,S2B_MSIL1C_20200509T052649_N0209_R105_T44SKB_20200509T090956,509,133.533437008979,69.0274851849032,0,0,0,100,20200509T052649_20200509T053704_T44SKA,EPSG:32644,1830,1830,60,0,199980,0,-60,3600000
"/vsisubfile/121018865_1370983,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00025__20190402T060631_20190402T061609_T42SVA,TORTILLA,train,121018865,1370983,EPSG:32642,"[ 4.14190e+05  1.00000e+01  0.00000e+00  3.58056e+06  0.00000e+00
 -1.00000e+01]",[512 512],1554186019.0,1554186019.0,POINT (68.115407 32.335788),2061.60302734375,0.0,3503698.5,0.4790000021457672,0.000301582243992,0.0,Afghanistan,Paktika,Dila,ROI_00025,ROI_0025,AS5120_E0373N0695,AS,high,S2A_MSIL1C_20190402T060631_N0207_R134_T42SVA_20190402T091901,509,145.589631214,58.3223938436,0,0,0,100,20190402T060631_20190402T061609_T42SVA,EPSG:32642,1830,1830,60,0,399960,0,-60,3600000
"/vsisubfile/135419280_1794336,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00027__20181221T053231_20181221T053356_T44SKH,TORTILLA,train,135419280,1794336,EPSG:32644,"[ 2.93360e+05  1.00000e+01  0.00000e+00  4.25764e+06  0.00000e+00
 -1.00000e+01]",[512 512],1545370693.0,1545370693.0,POINT (78.662287 38.42068),1228.1527099609375,0.0,0.0,0.7083120942115784,0.0002975254319608,0.0,China,Xinjiang Uyghur Autonomous Region,Pishanxian,ROI_00027,ROI_0027,AS5120_E0586N0778,AS,high,S2A_MSIL1C_20181221T053231_N0207_R105_T44SKH_20181221T090941,509,162.871486079,26.2808224219,0,0,0,100,20181221T053231_20181221T053356_T44SKH,EPSG:32644,1830,1830,60,0,199980,0,-60,4300020
"/vsisubfile/142724498_1544944,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00028__20190228T050739_20190228T051623_T45TUE,TORTILLA,train,142724498,1544944,EPSG:32645,"[ 3.48080e+05  1.00000e+01  0.00000e+00  4.41528e+06  0.00000e+00
 -1.00000e+01]",[512 512],1551331056.0,1551331056.0,POINT (85.254057 39.851375),1017.0936889648438,0.0,0.0,0.7083120942115784,2.541162393754348e-05,0.0,China,Xinjiang Uyghur Autonomous Region,Qiemoxian,ROI_00028,ROI_0028,AS5120_E0701N0792,AS,high,S2B_MSIL1C_20190228T050739_N0207_R019_T45TUE_20190228T085706,509,156.26889341,38.85824303,0,0,0,100,20190228T050739_20190228T051623_T45TUE,EPSG:32645,1830,1830,60,0,300000,0,-60,4500000
"/vsisubfile/149580128_2049117,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00029__20190108T045151_20190108T045328_T46TBM,TORTILLA,train,149580128,2049117,EPSG:32645,"[ 7.95770e+05  1.00000e+01  0.00000e+00  4.68487e+06  0.00000e+00
 -1.00000e+01]",[512 512],1546923417.0,1546923417.0,POINT (90.615408 42.235992),972.5748901367188,0.0,0.0,0.7083120942115784,0.000283044646494,0.0,China,Xinjiang Uyghur Autonomous Region,Qishanxian,ROI_00029,ROI_0029,AS5120_E0793N0837,AS,high,S2A_MSIL1C_20190108T045151_N0207_R076_T46TBM_20190108T074457,509,162.458904157,23.8277294761,0,0,0,100,20190108T045151_20190108T045328_T45TYG,EPSG:32645,1830,1830,60,0,699960,0,-60,4700040
"/vsisubfile/158078467_1697171,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00030__20190111T050151_20190111T050150_T46TCR,TORTILLA,train,158078467,1697171,EPSG:32646,"[ 4.00770e+05  1.00000e+01  0.00000e+00  5.06528e+06  0.00000e+00
 -1.00000e+01]",[512 512],1547183152.0,1547183152.0,POINT (91.757997 45.711284),1084.4754638671875,0.0,123494.65625,0.7350000143051147,0.0002480421389918,0.0,Mongolia,Khovd,U'yench,ROI_00030,ROI_0030,AS5120_E0813N0912,AS,high,S2A_MSIL1C_20190111T050151_N0207_R119_T46TCR_20190111T075640,509,165.737629395,21.3621441215,0,0,0,100,20190111T050151_20190111T050150_T46TCR,EPSG:32646,1830,1830,60,0,300000,0,-60,5100000
"/vsisubfile/194074788_1548084,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00036__20190312T040709_20190312T040916_T47TPE,TORTILLA,train,194074788,1548084,EPSG:32647,"[ 6.44680e+05  1.00000e+01  0.00000e+00  4.42273e+06  0.00000e+00
 -1.00000e+01]",[512 512],1552364229.0,1552364229.0,POINT (100.722851 39.918839),1309.906494140625,0.0,0.0,0.7667186856269836,0.0012138065649196,0.0,China,Inner Mongolia Autonomous Region,Alashanyouqi,ROI_00036,ROI_0036,AS5120_E0960N0790,AS,high,S2B_MSIL1C_20190312T040709_N0207_R047_T47TPE_20190312T094419,509,155.705890933,43.5898325814,0,0,0,100,20190312T040709_20190312T040916_T47TPE,EPSG:32647,1830,1830,60,0,600000,0,-60,4500000
"/vsisubfile/165762734_1259597,/vsicurl/https://huggingface.co/datasets/tacofoundation/cloudsen12/resolve/main/cloudsen12-l1c.0000.part.taco",ROI_00031__20190330T041551_20190330T041549_T47TNK,TORTILLA,train,165762734,1259597,EPSG:32647,"[ 5.50420e+05  1.00000e+01  0.00000e+00  4.94782e+06  0.00000e+00
 -1.00000e+01]",[512 512],1553919959.0,1553919959.0,POINT (99.66825 44.658749),1810.102783203125,0.0,0.0,0.7350000143051147,0.000137187220389,2.173116,Mongolia,Bayankhongor,Bayangovi,ROI_00031,ROI_0031,AS5120_E0935N0892,AS,high,S2A_MSIL1C_20190330T041551_N0207_R090_T47TNK_20190330T073101,509,157.825302705,46.9218679686,0,0,0,100,20190330T041551_20190330T041549_T47TNK,EPSG:32647,1830,1830,60,0,499980,0,-60,5000040
