id_general,id,neon_gee,neon_date,crs,width,height,transform.a,transform.b,transform.c,transform.d,transform.e,transform.f,lon,lat,null_percent,cs_cdf,s2_date,diff_days,s2_l2a_gee,lr_path_dir,lr_60_path_dir,hr_path_dir,hr_path_dir_mini,sr_path_dir_mini,hr_60_path_dir_mini,sr_60_path_dir_mini,sr_corr_60_path_dir_mini,null_s2,land_cover
2018_MLBS_3,2018_MLBS_3__3_2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_MLBS_3,2018-06-15,EPSG:32617,2560,2560,1.0,0.0,539120.0,0.0,-1.0,4138320.0,-80.54367035164078,37.37922453013277,0.13618,0.9019607843137256,2018-07-08,23,20180708T155819_20180708T161248_T17SNB,/data/databases/Julio/sen2neon/s2/GeoTIFF/10-20-60m/2018_MLBS_3__3_2.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/60m/2018_MLBS_3__3_2.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/10m/2018_MLBS_3__3_2.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop/2018_MLBS_3__3_2.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_10m_crop/2018_MLBS_3__3_2.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop_60/2018_MLBS_3__3_2.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_60m_crop/2018_MLBS_3__3_2.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2018_MLBS_3__3_2.tif,0.0,Tree cover
2018_MLBS_3,2018_MLBS_3__3_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_MLBS_3,2018-06-15,EPSG:32617,2560,2560,1.0,0.0,541680.0,0.0,-1.0,4138320.0,-80.51475533327745,37.37910942401864,0.0853226613306653,0.9019607843137256,2018-07-08,23,20180708T155819_20180708T161248_T17SNB,/data/databases/Julio/sen2neon/s2/GeoTIFF/10-20-60m/2018_MLBS_3__3_3.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/60m/2018_MLBS_3__3_3.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/10m/2018_MLBS_3__3_3.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop/2018_MLBS_3__3_3.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_10m_crop/2018_MLBS_3__3_3.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop_60/2018_MLBS_3__3_3.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_60m_crop/2018_MLBS_3__3_3.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2018_MLBS_3__3_3.tif,0.0,Tree cover
2018_MLBS_3,2018_MLBS_3__3_4,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_MLBS_3,2018-06-15,EPSG:32617,2560,2560,1.0,0.0,544240.0,0.0,-1.0,4138320.0,-80.4858404843807,37.37898724878725,0.0,0.9058823529411764,2018-07-08,23,20180708T155819_20180708T161248_T17SNB,/data/databases/Julio/sen2neon/s2/GeoTIFF/10-20-60m/2018_MLBS_3__3_4.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/60m/2018_MLBS_3__3_4.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/10m/2018_MLBS_3__3_4.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop/2018_MLBS_3__3_4.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_10m_crop/2018_MLBS_3__3_4.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop_60/2018_MLBS_3__3_4.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_60m_crop/2018_MLBS_3__3_4.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2018_MLBS_3__3_4.tif,0.0,Tree cover
2018_MLBS_3,2018_MLBS_3__4_1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_MLBS_3,2018-06-15,EPSG:32617,2560,2560,1.0,0.0,536560.0,0.0,-1.0,4135760.0,-80.57271640740814,37.35625770637919,0.0038399999999999,0.9058823529411764,2018-07-08,23,20180708T155819_20180708T161248_T17SNB,/data/databases/Julio/sen2neon/s2/GeoTIFF/10-20-60m/2018_MLBS_3__4_1.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/60m/2018_MLBS_3__4_1.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/10m/2018_MLBS_3__4_1.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop/2018_MLBS_3__4_1.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_10m_crop/2018_MLBS_3__4_1.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop_60/2018_MLBS_3__4_1.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_60m_crop/2018_MLBS_3__4_1.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2018_MLBS_3__4_1.tif,0.0,Tree cover
2018_MLBS_3,2018_MLBS_3__4_2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_MLBS_3,2018-06-15,EPSG:32617,2560,2560,1.0,0.0,539120.0,0.0,-1.0,4135760.0,-80.5438100830294,37.356149759108376,0.0174999999999999,0.9019607843137256,2018-07-08,23,20180708T155819_20180708T161248_T17SNB,/data/databases/Julio/sen2neon/s2/GeoTIFF/10-20-60m/2018_MLBS_3__4_2.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/60m/2018_MLBS_3__4_2.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/10m/2018_MLBS_3__4_2.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop/2018_MLBS_3__4_2.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_10m_crop/2018_MLBS_3__4_2.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop_60/2018_MLBS_3__4_2.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_60m_crop/2018_MLBS_3__4_2.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2018_MLBS_3__4_2.tif,0.0,Tree cover
2018_MLBS_3,2018_MLBS_3__4_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_MLBS_3,2018-06-15,EPSG:32617,2560,2560,1.0,0.0,541680.0,0.0,-1.0,4135760.0,-80.5149039178295,37.35603474845834,0.0,0.9019607843137256,2018-07-08,23,20180708T155819_20180708T161248_T17SNB,/data/databases/Julio/sen2neon/s2/GeoTIFF/10-20-60m/2018_MLBS_3__4_3.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/60m/2018_MLBS_3__4_3.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/10m/2018_MLBS_3__4_3.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop/2018_MLBS_3__4_3.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_10m_crop/2018_MLBS_3__4_3.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop_60/2018_MLBS_3__4_3.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_60m_crop/2018_MLBS_3__4_3.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2018_MLBS_3__4_3.tif,0.0,Tree cover
2018_MLBS_3,2018_MLBS_3__4_4,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_MLBS_3,2018-06-15,EPSG:32617,2560,2560,1.0,0.0,544240.0,0.0,-1.0,4135760.0,-80.48599792189299,37.35591267455354,0.0,0.9058823529411764,2018-07-08,23,20180708T155819_20180708T161248_T17SNB,/data/databases/Julio/sen2neon/s2/GeoTIFF/10-20-60m/2018_MLBS_3__4_4.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/60m/2018_MLBS_3__4_4.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/10m/2018_MLBS_3__4_4.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop/2018_MLBS_3__4_4.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_10m_crop/2018_MLBS_3__4_4.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop_60/2018_MLBS_3__4_4.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_60m_crop/2018_MLBS_3__4_4.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2018_MLBS_3__4_4.tif,0.0,Tree cover
2018_MLBS_3,2018_MLBS_3__5_1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_MLBS_3,2018-06-15,EPSG:32617,2560,2560,1.0,0.0,536560.0,0.0,-1.0,4133200.0,-80.57284713634827,37.33318275512459,0.1579799999999999,0.9098039215686274,2018-06-01,14,20180601T160859_20180601T161756_T17SNB,/data/databases/Julio/sen2neon/s2/GeoTIFF/10-20-60m/2018_MLBS_3__5_1.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/60m/2018_MLBS_3__5_1.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/10m/2018_MLBS_3__5_1.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop/2018_MLBS_3__5_1.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_10m_crop/2018_MLBS_3__5_1.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop_60/2018_MLBS_3__5_1.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_60m_crop/2018_MLBS_3__5_1.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2018_MLBS_3__5_1.tif,0.0,Tree cover
2018_MLBS_3,2018_MLBS_3__5_2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_MLBS_3,2018-06-15,EPSG:32617,2560,2560,1.0,0.0,539120.0,0.0,-1.0,4133200.0,-80.54394965523913,37.33307489740121,0.0,0.9019607843137256,2018-07-08,23,20180708T155819_20180708T161248_T17SNB,/data/databases/Julio/sen2neon/s2/GeoTIFF/10-20-60m/2018_MLBS_3__5_2.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/60m/2018_MLBS_3__5_2.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/10m/2018_MLBS_3__5_2.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop/2018_MLBS_3__5_2.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_10m_crop/2018_MLBS_3__5_2.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop_60/2018_MLBS_3__5_2.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_60m_crop/2018_MLBS_3__5_2.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2018_MLBS_3__5_2.tif,0.0,Tree cover
2018_MLBS_3,2018_MLBS_3__5_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_MLBS_3,2018-06-15,EPSG:32617,2560,2560,1.0,0.0,541680.0,0.0,-1.0,4133200.0,-80.51505233311809,37.3329599821577,0.0023188405797101,0.9058823529411764,2018-07-08,23,20180708T155819_20180708T161248_T17SNB,/data/databases/Julio/sen2neon/s2/GeoTIFF/10-20-60m/2018_MLBS_3__5_3.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/60m/2018_MLBS_3__5_3.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/10m/2018_MLBS_3__5_3.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop/2018_MLBS_3__5_3.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_10m_crop/2018_MLBS_3__5_3.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop_60/2018_MLBS_3__5_3.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_60m_crop/2018_MLBS_3__5_3.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2018_MLBS_3__5_3.tif,0.0,Tree cover
2018_MLBS_3,2018_MLBS_3__5_4,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_MLBS_3,2018-06-15,EPSG:32617,2560,2560,1.0,0.0,544240.0,0.0,-1.0,4133200.0,-80.48615518005762,37.33283800951841,0.3556021989005497,0.9058823529411764,2018-07-08,23,20180708T155819_20180708T161248_T17SNB,/data/databases/Julio/sen2neon/s2/GeoTIFF/10-20-60m/2018_MLBS_3__5_4.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/60m/2018_MLBS_3__5_4.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/10m/2018_MLBS_3__5_4.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop/2018_MLBS_3__5_4.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_10m_crop/2018_MLBS_3__5_4.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop_60/2018_MLBS_3__5_4.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_60m_crop/2018_MLBS_3__5_4.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2018_MLBS_3__5_4.tif,0.0,Grassland
2018_OAES_3,2018_OAES_3__0_1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_OAES_3,2018-04-18,EPSG:32614,2560,2560,1.0,0.0,485560.0,0.0,-1.0,3922980.0,-99.14499455226644,35.43865810372732,41.83840111206116,0.9058823529411764,2018-05-18,30,20180518T171941_20180518T172813_T14SME,/data/databases/Julio/sen2neon/s2/GeoTIFF/10-20-60m/2018_OAES_3__0_1.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/60m/2018_OAES_3__0_1.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/10m/2018_OAES_3__0_1.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop/2018_OAES_3__0_1.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_10m_crop/2018_OAES_3__0_1.tif,/data/databases/Julio/sen2neon/neon/GeoTIFF/hr_10m_crop_60/2018_OAES_3__0_1.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_60m_crop/2018_OAES_3__0_1.tif,/data/databases/Julio/sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2018_OAES_3__0_1.tif,0.0,Grassland
